x,y,x1,y1,count
116.221623361,36.8763315724,116.244956804,36.8661827255,25
116.219246486,36.8479156987,116.232563779,36.8587094993,13
116.213722481,36.8310420156,116.201194604,36.8989778131,33
116.213722481,36.8310420156,116.244956804,36.8661827255,36
116.213722481,36.8310420156,116.247348824,36.8719363175,19
116.221733955,36.8685314253,116.221623361,36.8763315724,39
116.221733955,36.8685314253,116.240331802,36.8552303408,6
116.221733955,36.8685314253,116.241170765,36.8614900113,9
116.201194604,36.8989778131,116.244956804,36.8661827255,10
116.216684036,36.8596228912,116.221733955,36.8685314253,25
116.221733955,36.8685314253,116.252370299,36.8585624924,2
116.219246486,36.8479156987,116.240331802,36.8552303408,7
116.201194604,36.8989778131,116.187967895,36.8423657703,51
116.201194604,36.8989778131,116.247348824,36.8719363175,10
116.221733955,36.8685314253,116.232563779,36.8587094993,18
116.221623361,36.8763315724,116.232563779,36.8587094993,8
116.221623361,36.8763315724,116.252370299,36.8585624924,3
116.201194604,36.8989778131,116.216684036,36.8596228912,13
116.201194604,36.8989778131,116.202087219,36.8611678928,141
116.201194604,36.8989778131,116.221623361,36.8763315724,9
116.201194604,36.8989778131,116.221733955,36.8685314253,13
116.201194604,36.8989778131,116.240171758,36.8453170075,12
116.219246486,36.8479156987,116.252370299,36.8585624924,3
116.225662419,36.8588641676,116.219246486,36.8479156987,42
116.225662419,36.8588641676,116.221623361,36.8763315724,18
116.201194604,36.8989778131,116.219246486,36.8479156987,14
116.201194604,36.8989778131,116.236958618,36.8309426637,12
116.201194604,36.8989778131,116.240166047,36.8936720213,9
116.201194604,36.8989778131,116.225662419,36.8588641676,7
116.225662419,36.8588641676,116.202087219,36.8611678928,45
116.225662419,36.8588641676,116.201194604,36.8989778131,17
116.225662419,36.8588641676,116.213722481,36.8310420156,17
116.225662419,36.8588641676,116.225662419,36.8588641676,25
116.225662419,36.8588641676,116.240171758,36.8453170075,25
116.225662419,36.8588641676,116.236958618,36.8309426637,8
116.225662419,36.8588641676,116.244956804,36.8661827255,16
116.225662419,36.8588641676,116.247348824,36.8719363175,21
116.225662419,36.8588641676,116.216684036,36.8596228912,18
116.225662419,36.8588641676,116.232563779,36.8587094993,14
116.225662419,36.8588641676,116.221733955,36.8685314253,18
116.225662419,36.8588641676,116.240331802,36.8552303408,10
116.225662419,36.8588641676,116.187967895,36.8423657703,7
116.225662419,36.8588641676,116.25118064,36.8490588312,16
116.225662419,36.8588641676,116.252370299,36.8585624924,4
116.236958618,36.8309426637,116.213722481,36.8310420156,68
116.225662419,36.8588641676,116.241170765,36.8614900113,1
116.236958618,36.8309426637,116.187967895,36.8423657703,41
116.236958618,36.8309426637,116.202087219,36.8611678928,71
116.236958618,36.8309426637,116.216684036,36.8596228912,21
116.236958618,36.8309426637,116.219246486,36.8479156987,40
116.236958618,36.8309426637,116.221733955,36.8685314253,9
116.236958618,36.8309426637,116.225662419,36.8588641676,21
116.236958618,36.8309426637,116.221623361,36.8763315724,12
116.236958618,36.8309426637,116.247348824,36.8719363175,37
116.236958618,36.8309426637,116.236958618,36.8309426637,91
116.236958618,36.8309426637,116.240331802,36.8552303408,15
116.236958618,36.8309426637,116.240166047,36.8936720213,4
116.236958618,36.8309426637,116.25118064,36.8490588312,22
116.247348824,36.8719363175,116.202087219,36.8611678928,71
116.247348824,36.8719363175,116.241170765,36.8614900113,23
116.240166047,36.8936720213,116.213722481,36.8310420156,7
116.240166047,36.8936720213,116.221623361,36.8763315724,6
116.240166047,36.8936720213,116.219246486,36.8479156987,10
116.240166047,36.8936720213,116.225662419,36.8588641676,4
116.201194604,36.8989778131,116.232563779,36.8587094993,4
116.236958618,36.8309426637,116.244956804,36.8661827255,46
116.236958618,36.8309426637,116.232563779,36.8587094993,15
116.240171758,36.8453170075,116.187967895,36.8423657703,52
116.240171758,36.8453170075,116.202087219,36.8611678928,116
116.240171758,36.8453170075,116.213722481,36.8310420156,68
116.240171758,36.8453170075,116.219246486,36.8479156987,57
116.240171758,36.8453170075,116.216684036,36.8596228912,37
116.240171758,36.8453170075,116.225662419,36.8588641676,41
116.240171758,36.8453170075,116.236958618,36.8309426637,117
116.240171758,36.8453170075,116.241170765,36.8614900113,22
116.240171758,36.8453170075,116.240166047,36.8936720213,24
116.240171758,36.8453170075,116.240171758,36.8453170075,110
116.247348824,36.8719363175,116.187967895,36.8423657703,28
116.247348824,36.8719363175,116.221733955,36.8685314253,26
116.247348824,36.8719363175,116.216684036,36.8596228912,12
116.247348824,36.8719363175,116.236958618,36.8309426637,49
116.247348824,36.8719363175,116.240171758,36.8453170075,57
116.247348824,36.8719363175,116.232563779,36.8587094993,25
116.247348824,36.8719363175,116.247348824,36.8719363175,41
116.236958618,36.8309426637,116.201194604,36.8989778131,11
116.247348824,36.8719363175,116.213722481,36.8310420156,18
116.247348824,36.8719363175,116.219246486,36.8479156987,23
116.247348824,36.8719363175,116.225662419,36.8588641676,20
116.247348824,36.8719363175,116.240331802,36.8552303408,13
116.244956804,36.8661827255,116.240171758,36.8453170075,86
116.240171758,36.8453170075,116.232563779,36.8587094993,30
116.240171758,36.8453170075,116.244956804,36.8661827255,95
116.236958618,36.8309426637,116.240171758,36.8453170075,62
116.244956804,36.8661827255,116.202087219,36.8611678928,94
116.244956804,36.8661827255,116.213722481,36.8310420156,50
116.244956804,36.8661827255,116.219246486,36.8479156987,33
116.244956804,36.8661827255,116.216684036,36.8596228912,19
116.244956804,36.8661827255,116.225662419,36.8588641676,40
116.244956804,36.8661827255,116.232563779,36.8587094993,33
116.244956804,36.8661827255,116.236958618,36.8309426637,57
116.244956804,36.8661827255,116.240166047,36.8936720213,11
116.244956804,36.8661827255,116.247348824,36.8719363175,67
116.244956804,36.8661827255,116.241170765,36.8614900113,27
116.244956804,36.8661827255,116.25118064,36.8490588312,62
116.244956804,36.8661827255,116.244956804,36.8661827255,97
116.240171758,36.8453170075,116.247348824,36.8719363175,96
116.247348824,36.8719363175,116.25118064,36.8490588312,28
116.247348824,36.8719363175,116.221623361,36.8763315724,13
116.240166047,36.8936720213,116.240166047,36.8936720213,17
116.240166047,36.8936720213,116.187967895,36.8423657703,8
116.240166047,36.8936720213,116.201194604,36.8989778131,4
116.240166047,36.8936720213,116.202087219,36.8611678928,21
116.240166047,36.8936720213,116.236958618,36.8309426637,12
116.240166047,36.8936720213,116.247348824,36.8719363175,14
116.240166047,36.8936720213,116.244956804,36.8661827255,25
116.240166047,36.8936720213,116.232563779,36.8587094993,9
116.244956804,36.8661827255,116.221733955,36.8685314253,24
116.244956804,36.8661827255,116.187967895,36.8423657703,43
116.244956804,36.8661827255,116.221623361,36.8763315724,26
116.232563779,36.8587094993,116.187967895,36.8423657703,39
116.232563779,36.8587094993,116.202087219,36.8611678928,56
116.232563779,36.8587094993,116.213722481,36.8310420156,37
116.232563779,36.8587094993,116.216684036,36.8596228912,18
116.232563779,36.8587094993,116.225662419,36.8588641676,50
116.232563779,36.8587094993,116.240171758,36.8453170075,67
116.232563779,36.8587094993,116.240331802,36.8552303408,21
116.232563779,36.8587094993,116.25118064,36.8490588312,25
116.232563779,36.8587094993,116.247348824,36.8719363175,37
116.232563779,36.8587094993,116.241170765,36.8614900113,12
116.240171758,36.8453170075,116.240331802,36.8552303408,43
116.240171758,36.8453170075,116.25118064,36.8490588312,50
116.247348824,36.8719363175,116.244956804,36.8661827255,60
116.240171758,36.8453170075,116.221623361,36.8763315724,25
116.240171758,36.8453170075,116.221733955,36.8685314253,44
116.240166047,36.8936720213,116.240171758,36.8453170075,18
116.240166047,36.8936720213,116.241170765,36.8614900113,5
116.247348824,36.8719363175,116.240166047,36.8936720213,7
116.240166047,36.8936720213,116.25118064,36.8490588312,10
116.232563779,36.8587094993,116.236958618,36.8309426637,54
116.232563779,36.8587094993,116.219246486,36.8479156987,29
116.232563779,36.8587094993,116.232563779,36.8587094993,15
116.232563779,36.8587094993,116.244956804,36.8661827255,27
116.232563779,36.8587094993,116.240166047,36.8936720213,6
116.240171758,36.8453170075,116.252370299,36.8585624924,10
116.232563779,36.8587094993,116.221623361,36.8763315724,32
116.232563779,36.8587094993,116.252370299,36.8585624924,2
116.232563779,36.8587094993,116.201194604,36.8989778131,20
116.232563779,36.8587094993,116.221733955,36.8685314253,24
116.240171758,36.8453170075,116.201194604,36.8989778131,16
116.240166047,36.8936720213,116.221733955,36.8685314253,7
116.236958618,36.8309426637,116.241170765,36.8614900113,10
116.247348824,36.8719363175,116.201194604,36.8989778131,14
116.244956804,36.8661827255,116.201194604,36.8989778131,24
116.244956804,36.8661827255,116.252370299,36.8585624924,5
116.244956804,36.8661827255,116.240331802,36.8552303408,30
116.236958618,36.8309426637,116.252370299,36.8585624924,5
116.240331802,36.8552303408,116.201194604,36.8989778131,17
116.240331802,36.8552303408,116.187967895,36.8423657703,33
116.240331802,36.8552303408,116.202087219,36.8611678928,71
116.240331802,36.8552303408,116.213722481,36.8310420156,23
116.240331802,36.8552303408,116.219246486,36.8479156987,23
116.240331802,36.8552303408,116.216684036,36.8596228912,12
116.240331802,36.8552303408,116.221623361,36.8763315724,13
116.240331802,36.8552303408,116.244956804,36.8661827255,45
116.240331802,36.8552303408,116.247348824,36.8719363175,27
116.240331802,36.8552303408,116.232563779,36.8587094993,15
116.240331802,36.8552303408,116.236958618,36.8309426637,34
116.240331802,36.8552303408,116.240171758,36.8453170075,48
116.240331802,36.8552303408,116.240166047,36.8936720213,8
116.240331802,36.8552303408,116.240331802,36.8552303408,17
116.240331802,36.8552303408,116.25118064,36.8490588312,28
116.240331802,36.8552303408,116.252370299,36.8585624924,5
116.240331802,36.8552303408,116.221733955,36.8685314253,19
116.240331802,36.8552303408,116.225662419,36.8588641676,8
116.240331802,36.8552303408,116.241170765,36.8614900113,10
116.241170765,36.8614900113,116.219246486,36.8479156987,7
116.241170765,36.8614900113,116.240171758,36.8453170075,33
116.241170765,36.8614900113,116.232563779,36.8587094993,8
116.241170765,36.8614900113,116.236958618,36.8309426637,25
116.241170765,36.8614900113,116.202087219,36.8611678928,35
116.241170765,36.8614900113,116.213722481,36.8310420156,11
116.241170765,36.8614900113,116.240331802,36.8552303408,16
116.241170765,36.8614900113,116.244956804,36.8661827255,39
116.241170765,36.8614900113,116.216684036,36.8596228912,7
116.241170765,36.8614900113,116.201194604,36.8989778131,11
116.241170765,36.8614900113,116.187967895,36.8423657703,18
116.241170765,36.8614900113,116.221623361,36.8763315724,8
116.241170765,36.8614900113,116.247348824,36.8719363175,17
116.241170765,36.8614900113,116.241170765,36.8614900113,13
116.240166047,36.8936720213,116.252370299,36.8585624924,1
116.240166047,36.8936720213,116.240331802,36.8552303408,3
116.247348824,36.8719363175,116.252370299,36.8585624924,3
116.241170765,36.8614900113,116.221733955,36.8685314253,13
116.241170765,36.8614900113,116.240166047,36.8936720213,13
116.241170765,36.8614900113,116.25118064,36.8490588312,16
116.241170765,36.8614900113,116.225662419,36.8588641676,7
116.25118064,36.8490588312,116.201194604,36.8989778131,5
116.25118064,36.8490588312,116.187967895,36.8423657703,16
116.25118064,36.8490588312,116.202087219,36.8611678928,26
116.25118064,36.8490588312,116.213722481,36.8310420156,9
116.25118064,36.8490588312,116.216684036,36.8596228912,7
116.25118064,36.8490588312,116.221733955,36.8685314253,10
116.25118064,36.8490588312,116.225662419,36.8588641676,15
116.25118064,36.8490588312,116.221623361,36.8763315724,9
116.25118064,36.8490588312,116.219246486,36.8479156987,12
116.25118064,36.8490588312,116.247348824,36.8719363175,40
116.25118064,36.8490588312,116.244956804,36.8661827255,32
116.25118064,36.8490588312,116.232563779,36.8587094993,2
116.25118064,36.8490588312,116.236958618,36.8309426637,14
116.25118064,36.8490588312,116.240171758,36.8453170075,31
116.25118064,36.8490588312,116.240331802,36.8552303408,9
116.25118064,36.8490588312,116.25118064,36.8490588312,33
116.25118064,36.8490588312,116.252370299,36.8585624924,8
116.252370299,36.8585624924,116.187967895,36.8423657703,6
116.252370299,36.8585624924,116.202087219,36.8611678928,5
116.252370299,36.8585624924,116.216684036,36.8596228912,3
116.252370299,36.8585624924,116.240166047,36.8936720213,1
116.252370299,36.8585624924,116.236958618,36.8309426637,3
116.252370299,36.8585624924,116.240171758,36.8453170075,3
116.252370299,36.8585624924,116.232563779,36.8587094993,2
116.252370299,36.8585624924,116.244956804,36.8661827255,8
116.252370299,36.8585624924,116.240331802,36.8552303408,1
116.252370299,36.8585624924,116.241170765,36.8614900113,2
116.252370299,36.8585624924,116.247348824,36.8719363175,4
116.252370299,36.8585624924,116.25118064,36.8490588312,10
116.252370299,36.8585624924,116.201194604,36.8989778131,1
116.252370299,36.8585624924,116.225662419,36.8588641676,4
116.252370299,36.8585624924,116.221623361,36.8763315724,1
116.25118064,36.8490588312,116.240166047,36.8936720213,2
116.25118064,36.8490588312,116.241170765,36.8614900113,6
116.252370299,36.8585624924,116.219246486,36.8479156987,1
116.187967895,36.8423657703,116.201194604,36.8989778131,71
116.187967895,36.8423657703,116.187967895,36.8423657703,124
116.187967895,36.8423657703,116.225662419,36.8588641676,8
116.201194604,36.8989778131,116.241170765,36.8614900113,1
116.187967895,36.8423657703,116.202087219,36.8611678928,219
116.187967895,36.8423657703,116.219246486,36.8479156987,32
116.187967895,36.8423657703,116.221733955,36.8685314253,10
116.187967895,36.8423657703,116.213722481,36.8310420156,43
116.187967895,36.8423657703,116.236958618,36.8309426637,22
116.187967895,36.8423657703,116.232563779,36.8587094993,9
116.187967895,36.8423657703,116.247348824,36.8719363175,4
116.187967895,36.8423657703,116.240331802,36.8552303408,7
116.187967895,36.8423657703,116.240166047,36.8936720213,4
116.201194604,36.8989778131,116.25118064,36.8490588312,5
116.202087219,36.8611678928,116.202087219,36.8611678928,415
116.202087219,36.8611678928,116.219246486,36.8479156987,77
116.202087219,36.8611678928,116.244956804,36.8661827255,24
116.202087219,36.8611678928,116.201194604,36.8989778131,95
116.201194604,36.8989778131,116.240331802,36.8552303408,3
116.187967895,36.8423657703,116.244956804,36.8661827255,8
116.202087219,36.8611678928,116.187967895,36.8423657703,164
116.187967895,36.8423657703,116.221623361,36.8763315724,6
116.187967895,36.8423657703,116.25118064,36.8490588312,15
116.187967895,36.8423657703,116.216684036,36.8596228912,13
116.187967895,36.8423657703,116.240171758,36.8453170075,16
116.187967895,36.8423657703,116.252370299,36.8585624924,1
116.202087219,36.8611678928,116.213722481,36.8310420156,123
116.202087219,36.8611678928,116.25118064,36.8490588312,18
116.202087219,36.8611678928,116.216684036,36.8596228912,55
116.202087219,36.8611678928,116.221733955,36.8685314253,32
116.202087219,36.8611678928,116.225662419,36.8588641676,36
116.202087219,36.8611678928,116.221623361,36.8763315724,32
116.202087219,36.8611678928,116.232563779,36.8587094993,15
116.202087219,36.8611678928,116.241170765,36.8614900113,8
116.202087219,36.8611678928,116.240171758,36.8453170075,46
116.187967895,36.8423657703,116.241170765,36.8614900113,2
116.202087219,36.8611678928,116.247348824,36.8719363175,25
116.202087219,36.8611678928,116.236958618,36.8309426637,31
116.202087219,36.8611678928,116.240166047,36.8936720213,4
116.202087219,36.8611678928,116.240331802,36.8552303408,7
116.202087219,36.8611678928,116.252370299,36.8585624924,3
116.216684036,36.8596228912,116.240166047,36.8936720213,5
116.221733955,36.8685314253,116.240166047,36.8936720213,1
