x,y,x1,y1,count
116.236958618,36.8309426637,116.232563779,36.8587094993,69
116.240171758,36.8453170075,116.187967895,36.8423657703,68
116.240171758,36.8453170075,116.202087219,36.8611678928,162
116.240171758,36.8453170075,116.213722481,36.8310420156,116
116.240171758,36.8453170075,116.219246486,36.8479156987,137
116.240171758,36.8453170075,116.216684036,36.8596228912,60
116.240171758,36.8453170075,116.225662419,36.8588641676,66
116.240171758,36.8453170075,116.236958618,36.8309426637,179
116.240171758,36.8453170075,116.241170765,36.8614900113,55
116.240171758,36.8453170075,116.240166047,36.8936720213,42
116.240171758,36.8453170075,116.240171758,36.8453170075,220
116.247348824,36.8719363175,116.187967895,36.8423657703,32
116.247348824,36.8719363175,116.221733955,36.8685314253,73
116.247348824,36.8719363175,116.216684036,36.8596228912,32
116.247348824,36.8719363175,116.236958618,36.8309426637,86
116.247348824,36.8719363175,116.240171758,36.8453170075,153
116.247348824,36.8719363175,116.232563779,36.8587094993,62
116.247348824,36.8719363175,116.247348824,36.8719363175,82
116.236958618,36.8309426637,116.201194604,36.8989778131,23
116.247348824,36.8719363175,116.213722481,36.8310420156,37
116.247348824,36.8719363175,116.219246486,36.8479156987,51
116.247348824,36.8719363175,116.225662419,36.8588641676,41
116.247348824,36.8719363175,116.240331802,36.8552303408,40
116.244956804,36.8661827255,116.240171758,36.8453170075,181
116.240171758,36.8453170075,116.232563779,36.8587094993,97
116.240171758,36.8453170075,116.244956804,36.8661827255,181
116.236958618,36.8309426637,116.240171758,36.8453170075,179
116.244956804,36.8661827255,116.202087219,36.8611678928,118
116.244956804,36.8661827255,116.213722481,36.8310420156,86
116.244956804,36.8661827255,116.219246486,36.8479156987,70
116.244956804,36.8661827255,116.216684036,36.8596228912,41
116.244956804,36.8661827255,116.225662419,36.8588641676,56
116.244956804,36.8661827255,116.232563779,36.8587094993,60
116.244956804,36.8661827255,116.236958618,36.8309426637,103
116.244956804,36.8661827255,116.240166047,36.8936720213,36
116.244956804,36.8661827255,116.247348824,36.8719363175,127
116.244956804,36.8661827255,116.241170765,36.8614900113,66
116.244956804,36.8661827255,116.25118064,36.8490588312,94
116.244956804,36.8661827255,116.244956804,36.8661827255,194
116.240171758,36.8453170075,116.247348824,36.8719363175,153
116.247348824,36.8719363175,116.25118064,36.8490588312,68
116.247348824,36.8719363175,116.221623361,36.8763315724,43
116.240166047,36.8936720213,116.240166047,36.8936720213,34
116.240166047,36.8936720213,116.187967895,36.8423657703,12
116.240166047,36.8936720213,116.201194604,36.8989778131,13
116.240166047,36.8936720213,116.202087219,36.8611678928,25
116.240166047,36.8936720213,116.236958618,36.8309426637,16
116.240166047,36.8936720213,116.247348824,36.8719363175,21
116.240166047,36.8936720213,116.244956804,36.8661827255,36
116.240166047,36.8936720213,116.232563779,36.8587094993,15
116.244956804,36.8661827255,116.221733955,36.8685314253,78
116.244956804,36.8661827255,116.187967895,36.8423657703,51
116.244956804,36.8661827255,116.221623361,36.8763315724,51
116.232563779,36.8587094993,116.187967895,36.8423657703,48
116.232563779,36.8587094993,116.202087219,36.8611678928,71
116.232563779,36.8587094993,116.213722481,36.8310420156,54
116.232563779,36.8587094993,116.216684036,36.8596228912,28
116.232563779,36.8587094993,116.225662419,36.8588641676,64
116.232563779,36.8587094993,116.240171758,36.8453170075,97
116.232563779,36.8587094993,116.240331802,36.8552303408,36
116.232563779,36.8587094993,116.25118064,36.8490588312,27
116.232563779,36.8587094993,116.247348824,36.8719363175,62
116.232563779,36.8587094993,116.241170765,36.8614900113,20
116.240171758,36.8453170075,116.240331802,36.8552303408,91
116.240171758,36.8453170075,116.25118064,36.8490588312,81
116.247348824,36.8719363175,116.244956804,36.8661827255,127
116.240171758,36.8453170075,116.221623361,36.8763315724,46
116.240171758,36.8453170075,116.221733955,36.8685314253,69
116.240166047,36.8936720213,116.240171758,36.8453170075,42
116.240166047,36.8936720213,116.241170765,36.8614900113,18
116.247348824,36.8719363175,116.240166047,36.8936720213,21
116.240166047,36.8936720213,116.25118064,36.8490588312,12
116.232563779,36.8587094993,116.236958618,36.8309426637,69
116.232563779,36.8587094993,116.219246486,36.8479156987,42
116.232563779,36.8587094993,116.232563779,36.8587094993,30
116.232563779,36.8587094993,116.244956804,36.8661827255,60
116.232563779,36.8587094993,116.240166047,36.8936720213,15
116.240171758,36.8453170075,116.252370299,36.8585624924,13
116.232563779,36.8587094993,116.221623361,36.8763315724,40
116.232563779,36.8587094993,116.252370299,36.8585624924,4
116.232563779,36.8587094993,116.201194604,36.8989778131,24
116.232563779,36.8587094993,116.221733955,36.8685314253,42
116.240171758,36.8453170075,116.201194604,36.8989778131,28
116.240166047,36.8936720213,116.221733955,36.8685314253,8
116.236958618,36.8309426637,116.241170765,36.8614900113,35
116.247348824,36.8719363175,116.201194604,36.8989778131,24
116.244956804,36.8661827255,116.201194604,36.8989778131,34
116.244956804,36.8661827255,116.252370299,36.8585624924,13
116.244956804,36.8661827255,116.240331802,36.8552303408,75
116.236958618,36.8309426637,116.252370299,36.8585624924,8
116.240331802,36.8552303408,116.201194604,36.8989778131,20
116.240331802,36.8552303408,116.187967895,36.8423657703,40
116.240331802,36.8552303408,116.202087219,36.8611678928,78
116.240331802,36.8552303408,116.213722481,36.8310420156,31
116.240331802,36.8552303408,116.219246486,36.8479156987,30
116.240331802,36.8552303408,116.216684036,36.8596228912,16
116.240331802,36.8552303408,116.221623361,36.8763315724,16
116.240331802,36.8552303408,116.244956804,36.8661827255,75
116.240331802,36.8552303408,116.247348824,36.8719363175,40
116.240331802,36.8552303408,116.232563779,36.8587094993,36
116.240331802,36.8552303408,116.236958618,36.8309426637,49
116.240331802,36.8552303408,116.240171758,36.8453170075,91
116.240331802,36.8552303408,116.240166047,36.8936720213,11
116.240331802,36.8552303408,116.240331802,36.8552303408,34
116.240331802,36.8552303408,116.25118064,36.8490588312,37
116.240331802,36.8552303408,116.252370299,36.8585624924,6
116.240331802,36.8552303408,116.221733955,36.8685314253,25
116.240331802,36.8552303408,116.225662419,36.8588641676,18
116.240331802,36.8552303408,116.241170765,36.8614900113,26
116.241170765,36.8614900113,116.219246486,36.8479156987,19
116.241170765,36.8614900113,116.240171758,36.8453170075,55
116.241170765,36.8614900113,116.232563779,36.8587094993,20
116.241170765,36.8614900113,116.236958618,36.8309426637,35
116.241170765,36.8614900113,116.202087219,36.8611678928,43
116.241170765,36.8614900113,116.213722481,36.8310420156,18
116.241170765,36.8614900113,116.240331802,36.8552303408,26
116.241170765,36.8614900113,116.244956804,36.8661827255,66
116.241170765,36.8614900113,116.216684036,36.8596228912,14
116.241170765,36.8614900113,116.201194604,36.8989778131,12
116.241170765,36.8614900113,116.187967895,36.8423657703,20
116.241170765,36.8614900113,116.221623361,36.8763315724,20
116.241170765,36.8614900113,116.247348824,36.8719363175,40
116.241170765,36.8614900113,116.241170765,36.8614900113,26
116.240166047,36.8936720213,116.252370299,36.8585624924,2
116.240166047,36.8936720213,116.240331802,36.8552303408,11
116.247348824,36.8719363175,116.252370299,36.8585624924,7
116.241170765,36.8614900113,116.221733955,36.8685314253,22
116.241170765,36.8614900113,116.240166047,36.8936720213,18
116.241170765,36.8614900113,116.25118064,36.8490588312,22
116.241170765,36.8614900113,116.225662419,36.8588641676,8
116.25118064,36.8490588312,116.201194604,36.8989778131,10
116.25118064,36.8490588312,116.187967895,36.8423657703,31
116.25118064,36.8490588312,116.202087219,36.8611678928,44
116.25118064,36.8490588312,116.213722481,36.8310420156,39
116.25118064,36.8490588312,116.216684036,36.8596228912,21
116.25118064,36.8490588312,116.221733955,36.8685314253,25
116.25118064,36.8490588312,116.225662419,36.8588641676,31
116.25118064,36.8490588312,116.221623361,36.8763315724,27
116.25118064,36.8490588312,116.219246486,36.8479156987,47
116.25118064,36.8490588312,116.247348824,36.8719363175,68
116.25118064,36.8490588312,116.244956804,36.8661827255,94
116.25118064,36.8490588312,116.232563779,36.8587094993,27
116.25118064,36.8490588312,116.236958618,36.8309426637,36
116.25118064,36.8490588312,116.240171758,36.8453170075,81
116.25118064,36.8490588312,116.240331802,36.8552303408,37
116.25118064,36.8490588312,116.25118064,36.8490588312,66
116.25118064,36.8490588312,116.252370299,36.8585624924,18
116.252370299,36.8585624924,116.187967895,36.8423657703,7
116.252370299,36.8585624924,116.202087219,36.8611678928,8
116.252370299,36.8585624924,116.216684036,36.8596228912,6
116.252370299,36.8585624924,116.240166047,36.8936720213,2
116.252370299,36.8585624924,116.236958618,36.8309426637,8
116.252370299,36.8585624924,116.240171758,36.8453170075,13
116.252370299,36.8585624924,116.232563779,36.8587094993,4
116.252370299,36.8585624924,116.244956804,36.8661827255,13
116.252370299,36.8585624924,116.240331802,36.8552303408,6
116.252370299,36.8585624924,116.241170765,36.8614900113,2
116.252370299,36.8585624924,116.247348824,36.8719363175,7
116.252370299,36.8585624924,116.25118064,36.8490588312,18
116.252370299,36.8585624924,116.201194604,36.8989778131,1
116.252370299,36.8585624924,116.225662419,36.8588641676,8
116.252370299,36.8585624924,116.221623361,36.8763315724,4
116.25118064,36.8490588312,116.240166047,36.8936720213,12
116.25118064,36.8490588312,116.241170765,36.8614900113,22
116.252370299,36.8585624924,116.219246486,36.8479156987,4
116.187967895,36.8423657703,116.201194604,36.8989778131,122
116.187967895,36.8423657703,116.240166047,36.8936720213,12
116.187967895,36.8423657703,116.241170765,36.8614900113,20
116.187967895,36.8423657703,116.219246486,36.8479156987,127
116.187967895,36.8423657703,116.236958618,36.8309426637,63
116.187967895,36.8423657703,116.244956804,36.8661827255,51
116.187967895,36.8423657703,116.187967895,36.8423657703,248
116.187967895,36.8423657703,116.240331802,36.8552303408,40
116.187967895,36.8423657703,116.213722481,36.8310420156,97
116.187967895,36.8423657703,116.202087219,36.8611678928,383
116.187967895,36.8423657703,116.221733955,36.8685314253,45
116.187967895,36.8423657703,116.225662419,36.8588641676,15
116.187967895,36.8423657703,116.252370299,36.8585624924,7
116.187967895,36.8423657703,116.216684036,36.8596228912,53
116.187967895,36.8423657703,116.240171758,36.8453170075,68
116.187967895,36.8423657703,116.25118064,36.8490588312,31
116.187967895,36.8423657703,116.247348824,36.8719363175,32
116.187967895,36.8423657703,116.232563779,36.8587094993,48
116.187967895,36.8423657703,116.221623361,36.8763315724,18
116.202087219,36.8611678928,116.219246486,36.8479156987,270
116.202087219,36.8611678928,116.232563779,36.8587094993,71
116.202087219,36.8611678928,116.241170765,36.8614900113,43
116.202087219,36.8611678928,116.187967895,36.8423657703,383
116.202087219,36.8611678928,116.201194604,36.8989778131,236
116.202087219,36.8611678928,116.213722481,36.8310420156,318
116.202087219,36.8611678928,116.240171758,36.8453170075,162
116.201194604,36.8989778131,116.240331802,36.8552303408,20
116.202087219,36.8611678928,116.202087219,36.8611678928,830
116.202087219,36.8611678928,116.221623361,36.8763315724,130
116.202087219,36.8611678928,116.236958618,36.8309426637,102
116.202087219,36.8611678928,116.216684036,36.8596228912,146
116.202087219,36.8611678928,116.240331802,36.8552303408,78
116.201194604,36.8989778131,116.252370299,36.8585624924,1
116.202087219,36.8611678928,116.244956804,36.8661827255,118
116.201194604,36.8989778131,116.25118064,36.8490588312,10
116.202087219,36.8611678928,116.247348824,36.8719363175,96
116.202087219,36.8611678928,116.221733955,36.8685314253,181
116.202087219,36.8611678928,116.225662419,36.8588641676,81
116.201194604,36.8989778131,116.241170765,36.8614900113,12
116.202087219,36.8611678928,116.240166047,36.8936720213,25
116.202087219,36.8611678928,116.25118064,36.8490588312,44
116.202087219,36.8611678928,116.252370299,36.8585624924,8
116.216684036,36.8596228912,116.240166047,36.8936720213,7
116.221733955,36.8685314253,116.240166047,36.8936720213,8
116.225662419,36.8588641676,116.240166047,36.8936720213,4
116.241170765,36.8614900113,116.252370299,36.8585624924,2
116.252370299,36.8585624924,116.213722481,36.8310420156,2
116.252370299,36.8585624924,116.221733955,36.8685314253,2
